sku,brand,size,price,special_price,cost,qty,name,material,care_instructions,description,rmscategory,gender,season,supplier,colour,type,has_options,status,visibility,product_type_id,category_ids,nonrefundable,discount,attribute_set,store,websites,page_layout,options_container,gift_message_available,promo_offer,image,small_image,thumbnail,configurable_attributes,media_gallery,weight,length,width,height,pod1_shutl_default_vehicle,nextdayshipping,eushipping,shutl,pod1_shutl,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,store_id,enable_googlecheckout,tax_class_id,worldwideshipping,freeshipping,samedayshipping,standardshipping,meta_title,meta_description,url_key,url_path,custom_design,product_status_changed,product_changed_websites,image_label,small_image_label,thumbnail_label,related_targetrule_position_limit,related_targetrule_position_behavior,upsell_targetrule_position_limit,upsell_targetrule_position_behavior,low_stock_date,notify_stock_qty,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,short_description,meta_keyword,custom_layout_update
HDN4704010 BLK,Hudson,,90,79,12.6,,Hudson Black Leather Nickel Lace Up Smart Shoes,Leather,0,<ul><li>Hudson mens black leather lace up shoes </li><li>Leather main </li><li>Lace up front with black woven laces</li><li>Blind eyelets</li><li>A almond toe</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;90.00</li></ul>,Formal Shoes,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"492,436",No,"Save 20 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN4704010_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN5101201 BLK 10,Hudson,10,75,65,12.6,,Hudson Black Leather Carlo Lace Up Loafers Smart Shoes,Leather,0,<ul><li>Hudson mens black leather lace up loafers </li><li>Leather main with perforated leather vamp and trimmed with black suede bound </li><li>Lace up front with round leather laces</li><li>Brass tone metal eyelets</li><li> A round toe with exposed moccasin style stitching</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;75.00</li></ul>,Formal Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"500,436",No,"Save 10 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN5101201 BLK,Hudson,,75,65,12.6,,Hudson Black Leather Carlo Lace Up Loafers Smart Shoes,Leather,0,<ul><li>Hudson mens black leather lace up loafers </li><li>Leather main with perforated leather vamp and trimmed with black suede bound </li><li>Lace up front with round leather laces</li><li>Brass tone metal eyelets</li><li> A round toe with exposed moccasin style stitching</li><li>Leather lining and insole</li><li>Leather sole</li><li>A low stacked block heel</li><li>RRP:&pound;75.00</li></ul>,Formal Shoes,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"500,436",No,"Save 10 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN5101201_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN6403010 BLK 10,Hudson,10,145,125,12.6,,Hudson  Black Leather Westland Lace Up Zip Boots Shoes,Leather,0,<ul><li>Hudson mens black leather westland boots </li><li>Leather main </li><li>Lace up front and zip fastening to the inner side</li><li>Featuring  black tone metal eyelets and gun metal tone metal speed hooks  with black round woven lace</li><li>A round toe</li><li>Leather lining and insole</li><li>Rubber sole</li><li>A low stacked block heel</li><li>RRP:&pound;145.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"501,487",No,"Save 5 GBP, 17 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN6403010 BLK,Hudson,,145,125,12.6,,Hudson  Black Leather Westland Lace Up Zip Boots Shoes,Leather,0,<ul><li>Hudson mens black leather westland boots </li><li>Leather main </li><li>Lace up front and zip fastening to the inner side</li><li>Featuring  black tone metal eyelets and gun metal tone metal speed hooks  with black round woven lace</li><li>A round toe</li><li>Leather lining and insole</li><li>Rubber sole</li><li>A low stacked block heel</li><li>RRP:&pound;145.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"501,487",No,"Save 5 GBP, 17 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN6403010 CHOC 8,Hudson,8,145,125,12.6,,Hudson  Chocolate Brown Leather Westland Lace Up Zip Boots Shoes,Leather,0,<ul><li>Hudson mens chocolate brown leather westland boots </li><li>Brown leather main with trimmed with contrasting black leather </li><li>Lace up front and zip fastening to the inner side</li><li>Featuring  black tone metal eyelets and gun metal tone metal speed hooks  with black round woven lace</li><li>A round toe</li><li>Leather lining and insole</li><li>Rubber sole</li><li>A low stacked block heel</li><li>RRP:&pound;145.00</li></ul>,Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"496,487",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDN6403010 CHOC,Hudson,,145,125,12.6,,Hudson  Chocolate Brown Leather Westland Lace Up Zip Boots Shoes,Leather,0,<ul><li>Hudson mens chocolate brown leather westland boots </li><li>Brown leather main with trimmed with contrasting black leather </li><li>Lace up front and zip fastening to the inner side</li><li>Featuring  black tone metal eyelets and gun metal tone metal speed hooks  with black round woven lace</li><li>A round toe</li><li>Leather lining and insole</li><li>Rubber sole</li><li>A low stacked block heel</li><li>RRP:&pound;145.00</li></ul>,Boots,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"496,487",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/HDN6403010_CHOCO4.jpg;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KED/00MF22 NVY 12,Keds,12,30,25,12.6,,Keds  Navy Blue Canvas Champion Plimsole Trainers Shoes,Cotton,0,<ul><li>Keds mens navy blue canvas champion plimsole trainers </li><li>Canvas textile main</li><li>Lace up front with white flat woven laces</li><li>Silver tone metal eyelets</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li> Stitching detail to the top</li><li>Logo detail to heel </li><li>Textured rubber sole</li><li>RRP:&pound;30.00</li></ul>,Trainers,Mens,,Banana Connection,Blues,simple,0,Enabled,Not Visible Individually,simple,"492,435",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KED/00MF22 NVY,Keds,,30,25,12.6,,Keds  Navy Blue Canvas Champion Plimsole Trainers Shoes,Cotton,0,<ul><li>Keds mens navy blue canvas champion plimsole trainers </li><li>Canvas textile main</li><li>Lace up front with white flat woven laces</li><li>Silver tone metal eyelets</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li> Stitching detail to the top</li><li>Logo detail to heel </li><li>Textured rubber sole</li><li>RRP:&pound;30.00</li></ul>,Trainers,Mens,,Banana Connection,Blues,configurable,1,Enabled,"Catalog, Search",configurable,"492,435",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/KED00MF22_NAVY4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF376KAR WHT 6,Paul Smith Jeans,6,100,85,12.6,,Paul Smith  White Leather Lamodi Trainers Shoes,Leather,0,<ul><li>Paul Smith mens white leather trainers </li><li>Leather main trimmed in off white suede</li><li>Coloured woven stripes detail to the front</li><li>Lace up front with white flat woven laces</li><li>Silver tone metal eyelets</li><li>A round toe</li><li>Branded rivet design to the outer side</li><li>An authentic Paul Smith badge on the tongue</li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,simple,0,Enabled,Not Visible Individually,simple,"492,435",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSF376KAR WHT,Paul Smith Jeans,,100,85,12.6,,Paul Smith  White Leather Lamodi Trainers Shoes,Leather,0,<ul><li>Paul Smith mens white leather trainers </li><li>Leather main trimmed in off white suede</li><li>Coloured woven stripes detail to the front</li><li>Lace up front with white flat woven laces</li><li>Silver tone metal eyelets</li><li>A round toe</li><li>Branded rivet design to the outer side</li><li>An authentic Paul Smith badge on the tongue</li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,configurable,1,Enabled,"Catalog, Search",configurable,"492,435",No,"Save 20 GBP, 14 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE1.jpg,size,"http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE1.jpg;
http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE2.jpg;
http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE3.jpg;
http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_WHITE4.jpg",,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSG352KAR WHT 6,Paul Smith Jeans,6,95,79,12.6,,Paul Smith  Off White Leather Musa Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens off white leather trainers </li><li>Leather main</li><li>Lace up front with white flat woven laces</li><li>Brass tone metal eyelets and contrasting green eyelets design</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li>An authentic Paul Smith badge on the tongue</li><li>Striped design to the rubber welt </li><li>Textured rubber sole</li><li>RRP:&pound;95.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 26 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSG352KAR WHT,Paul Smith Jeans,,95,79,12.6,,Paul Smith  Off White Leather Musa Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens off white leather trainers </li><li>Leather main</li><li>Lace up front with white flat woven laces</li><li>Brass tone metal eyelets and contrasting green eyelets design</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li>An authentic Paul Smith badge on the tongue</li><li>Striped design to the rubber welt </li><li>Textured rubber sole</li><li>RRP:&pound;95.00</li></ul>,Trainers,Mens,,Banana Connection,Whites,configurable,1,Enabled,"Catalog, Search",configurable,"495,435",No,"Save 26 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSG352KAR_WHITE4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGF418 BLK 9,Paul Smith Jeans,9,175,149,12.6,,Paul Smith  Black Leather Loomis Karma Ankle Boots Shoes,Leather,0,<ul><li>Paul Smith mens black leather loomis karma ankle boots shoes </li><li>Upper is finished in black leather</li><li> A black suede mudguard running all the way around the shoe</li><li>Lace up front with round cotton laces</li><li>Blind eyelets</li><li>Small material tab in the Paul Smith colours on the back of the heal</li><li>Branding label to the tongue</li><li>Padded around the ankle</li><li> Leather insole</li><li>Textured rubber sole</li><li>RRP:&pound;175.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"502,487",No,"Save 10 GBP, 10 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGF418 BLK,Paul Smith Jeans,,175,149,12.6,,Paul Smith  Black Leather Loomis Karma Ankle Boots Shoes,Leather,0,<ul><li>Paul Smith mens black leather loomis karma ankle boots shoes </li><li>Upper is finished in black leather</li><li> A black suede mudguard running all the way around the shoe</li><li>Lace up front with round cotton laces</li><li>Blind eyelets</li><li>Small material tab in the Paul Smith colours on the back of the heal</li><li>Branding label to the tongue</li><li>Padded around the ankle</li><li> Leather insole</li><li>Textured rubber sole</li><li>RRP:&pound;175.00</li></ul>,Boots,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"502,487",No,"Save 10 GBP, 10 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGF418_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH065 BLK 8,Paul Smith Jeans,8,100,85,12.6,,Paul Smith  Black Leather Musa Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Leather main</li><li>Lace up front with black flat woven laces</li><li>Black tone metal eyelets and contrasting silver tone metal eyelets design</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li>An authentic Paul Smith badge on the tongue</li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"495,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSEXGH065 BLK,Paul Smith Jeans,,100,85,12.6,,Paul Smith  Black Leather Musa Karma Trainers Shoes,Leather,0,<ul><li>Paul Smith mens black leather trainers </li><li>Leather main</li><li>Lace up front with black flat woven laces</li><li>Black tone metal eyelets and contrasting silver tone metal eyelets design</li><li>A round toe</li><li>Twin metal eyelet design to the inner side</li><li>An authentic Paul Smith badge on the tongue</li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"495,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSSEXGH065_BLK4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/10061 TAN 11,Timberland,11,140,130,12.6,,"Timberland  Wheat Tan Classic 6 "" Inch Boots Shoes",Leather,0,"<ul><li>Timberland mens wheat tan leather classic 6""  boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with contrasting round woven laces</li><li>Round toe</li><li> Contrasting brown leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Gold tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;140.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"495,487",No,"Save 16 GBP, 17 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/10061 TAN,Timberland,,140,130,12.6,,"Timberland  Wheat Tan Classic 6 "" Inch Boots Shoes",Leather,0,"<ul><li>Timberland mens wheat tan leather classic 6""  boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with contrasting round woven laces</li><li>Round toe</li><li> Contrasting brown leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Gold tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;140.00</li></ul>",Boots,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"495,487",No,"Save 16 GBP, 17 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL10061_WHEAT4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/42586 TAN 6,Timberland,6,100,90,12.6,,Timberland  Wheat Tan Leather Lace Up Boat Chukka Shoes,Leather,0,<ul><li>Timberland mens wheat tan leather lace up boat chukka shoes </li><li>Upper is finished in wheat tan leather</li><li> A round toe with exposed moccasin style stitching</li><li>Lace up front with round woven laces</li><li>Rust gold tone metal eyelets</li><li>Embossed logo design to the side and the tongue</li><li> Contrasting white non-marking rubber sole</li><li>RRP:&pound;100.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"502,437",No,"Save 15 GBP, 11 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/42586 TAN,Timberland,,100,90,12.6,,Timberland  Wheat Tan Leather Lace Up Boat Chukka Shoes,Leather,0,<ul><li>Timberland mens wheat tan leather lace up boat chukka shoes </li><li>Upper is finished in wheat tan leather</li><li> A round toe with exposed moccasin style stitching</li><li>Lace up front with round woven laces</li><li>Rust gold tone metal eyelets</li><li>Embossed logo design to the side and the tongue</li><li> Contrasting white non-marking rubber sole</li><li>RRP:&pound;100.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"502,437",No,"Save 15 GBP, 11 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/TBL42586_WHEAT4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL/72066 TAN 11,Timberland,11,145,130,12.6,,"Timberland  Rust Tan Leather Classic 6 "" Inch Boots Shoes",Leather,0,"<ul><li>Timberland mens rust tan leather classic 6"" boots </li><li> Waterproof nubuck leather main designed for comfort and durability</li><li> Lace up front with round woven laces</li><li>Round toe</li><li> Contrasting brown leather padded collar to improve fit and comfort</li><li> Leather lining at the footbed and shaft</li><li>Brass tone metal eyelets</li><li>Embossed logo design to the side</li><li> Rubber lug outsole for traction and durability</li><li>RRP:&pound;145.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"499,487",No,"Save 10 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
