sku,brand,size,price,special_price,cost,qty,name,material,care_instructions,description,rmscategory,gender,season,supplier,colour,type,has_options,status,visibility,product_type_id,category_ids,nonrefundable,discount,attribute_set,store,websites,page_layout,options_container,gift_message_available,promo_offer,image,small_image,thumbnail,configurable_attributes,media_gallery,weight,length,width,height,pod1_shutl_default_vehicle,nextdayshipping,eushipping,shutl,pod1_shutl,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,store_id,enable_googlecheckout,tax_class_id,worldwideshipping,freeshipping,samedayshipping,standardshipping,meta_title,meta_description,url_key,url_path,custom_design,product_status_changed,product_changed_websites,image_label,small_image_label,thumbnail_label,related_targetrule_position_limit,related_targetrule_position_behavior,upsell_targetrule_position_limit,upsell_targetrule_position_behavior,low_stock_date,notify_stock_qty,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,short_description,meta_keyword,custom_layout_update
PSF376KAR GRY,Paul Smith Jeans,,100,85,12.6,,Paul Smith  Grey Leather Lamodi Trainers Shoes,Leather,0,<ul><li>Paul Smith mens grey leather trainers </li><li>Leather main trimmed in suede</li><li>Coloured woven stripes detail to the front</li><li>Lace up front with grey flat woven laces</li><li>Silver tone metal eyelets</li><li>A round toe</li><li>Branded rivet design to the outer side</li><li>An authentic Paul Smith badge on the tongue</li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,configurable,1,Enabled,"Catalog, Search",configurable,"495,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/PSF376KAR_LGTGRY4.jpg;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 GRY 7,G-Star Raw,7,70,59,12.6,,G Star Raw  Grey Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 GRY 9,G-Star Raw,9,70,59,12.6,,G Star Raw  Grey Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 GRY 10,G-Star Raw,10,70,59,12.6,,G Star Raw  Grey Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 GRY,G-Star Raw,,70,59,12.6,,G Star Raw  Grey Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,configurable,1,Enabled,"Catalog, Search",configurable,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_DGRY4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDK/1121 TAN 10,Nicholas Deakins,10,105,89,12.6,,Nicholas Deakins Tan Leather Lace Up Hiker Boots Shoes,Leather,0,"<ul><li>Nicholas Deakins mens tan leather lace up hiker boots </li><li>Leather main</li><li> Lace up front closure with d-rings, speed hooks and contrast laces</li><li> Contrasting brown suede cushioned quilted cuff design with a heel tab </li><li>Embossed branding to the side</li><li>Textured rubber sole</li><li>Comes with extra set of laces</li><li>RRP:&pound;105.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"497,487",No,"Save 16 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDK/1121 TAN 11,Nicholas Deakins,11,105,89,12.6,,Nicholas Deakins Tan Leather Lace Up Hiker Boots Shoes,Leather,0,"<ul><li>Nicholas Deakins mens tan leather lace up hiker boots </li><li>Leather main</li><li> Lace up front closure with d-rings, speed hooks and contrast laces</li><li> Contrasting brown suede cushioned quilted cuff design with a heel tab </li><li>Embossed branding to the side</li><li>Textured rubber sole</li><li>Comes with extra set of laces</li><li>RRP:&pound;105.00</li></ul>",Boots,Mens,,Banana Connection,Browns,simple,0,Enabled,Not Visible Individually,simple,"497,487",No,"Save 16 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDK/1121 TAN,Nicholas Deakins,,105,89,12.6,,Nicholas Deakins Tan Leather Lace Up Hiker Boots Shoes,Leather,0,"<ul><li>Nicholas Deakins mens tan leather lace up hiker boots </li><li>Leather main</li><li> Lace up front closure with d-rings, speed hooks and contrast laces</li><li> Contrasting brown suede cushioned quilted cuff design with a heel tab </li><li>Embossed branding to the side</li><li>Textured rubber sole</li><li>Comes with extra set of laces</li><li>RRP:&pound;105.00</li></ul>",Boots,Mens,,Banana Connection,Browns,configurable,1,Enabled,"Catalog, Search",configurable,"497,487",No,"Save 16 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/NDK1121_TAN4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50740 GRY 6,G-Star Raw,6,100,85,12.6,,G Star Raw  Grey Suede Leather and Canvas Lace Mid Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather and canvas lace mid trainers </li><li>Suede leather and canvas main</li><li>Lace up front with leather laces</li><li>Leather tab to the back</li><li>Gun metal tone metal eyelets </li><li>A round toe with exposed moccasin style stitching</li><li>Branding label to the side and embroidered design</li><li>Branded rubber mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50740 GRY 7,G-Star Raw,7,100,85,12.6,,G Star Raw  Grey Suede Leather and Canvas Lace Mid Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather and canvas lace mid trainers </li><li>Suede leather and canvas main</li><li>Lace up front with leather laces</li><li>Leather tab to the back</li><li>Gun metal tone metal eyelets </li><li>A round toe with exposed moccasin style stitching</li><li>Branding label to the side and embroidered design</li><li>Branded rubber mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50740 GRY 8,G-Star Raw,8,100,85,12.6,,G Star Raw  Grey Suede Leather and Canvas Lace Mid Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather and canvas lace mid trainers </li><li>Suede leather and canvas main</li><li>Lace up front with leather laces</li><li>Leather tab to the back</li><li>Gun metal tone metal eyelets </li><li>A round toe with exposed moccasin style stitching</li><li>Branding label to the side and embroidered design</li><li>Branded rubber mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50740 GRY 9,G-Star Raw,9,100,85,12.6,,G Star Raw  Grey Suede Leather and Canvas Lace Mid Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather and canvas lace mid trainers </li><li>Suede leather and canvas main</li><li>Lace up front with leather laces</li><li>Leather tab to the back</li><li>Gun metal tone metal eyelets </li><li>A round toe with exposed moccasin style stitching</li><li>Branding label to the side and embroidered design</li><li>Branded rubber mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50740 GRY,G-Star Raw,,100,85,12.6,,G Star Raw  Grey Suede Leather and Canvas Lace Mid Trainers Shoes,Leather,0,<ul><li>G Star Raw mens grey suede leather and canvas lace mid trainers </li><li>Suede leather and canvas main</li><li>Lace up front with leather laces</li><li>Leather tab to the back</li><li>Gun metal tone metal eyelets </li><li>A round toe with exposed moccasin style stitching</li><li>Branding label to the side and embroidered design</li><li>Branded rubber mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;100.00</li></ul>,Trainers,Mens,,Banana Connection,Greys,configurable,1,Enabled,"Catalog, Search",configurable,"496,435",No,"Save 15 GBP, 15 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50740_LGTGRY4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM 6,G-Star Raw,6,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM 7,G-Star Raw,7,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM 9,G-Star Raw,9,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM 10,G-Star Raw,10,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM 11,G-Star Raw,11,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 DENIM,G-Star Raw,,85,75,12.6,,G Star Raw  Black Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens black denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two silver tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Grey welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Blacks,configurable,1,Enabled,"Catalog, Search",configurable,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD50712_DENIM4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 STONE 6,G-Star Raw,6,70,59,12.6,,G Star Raw  Stone Beige Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens stone beige suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Beiges,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 STONE 7,G-Star Raw,7,70,59,12.6,,G Star Raw  Stone Beige Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens stone beige suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Beiges,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 STONE 11,G-Star Raw,11,70,59,12.6,,G Star Raw  Stone Beige Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens stone beige suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Beiges,simple,0,Enabled,Not Visible Individually,simple,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/20422 STONE,G-Star Raw,,70,59,12.6,,G Star Raw  Stone Beige Suede Leather Lace Espadrilles Trainers Shoes,Leather,0,<ul><li>G Star Raw mens stone beige suede leather lace espadrille trainers </li><li>Suede leather main</li><li>Lace up front with flat woven laces</li><li>Leather tab to the back</li><li>Grey and gold tone metal eyelets </li><li>A round toe</li><li>Embossed branding logo the outer side</li><li>Branding label to the tongue</li><li>Espadrilles mid sole </li><li>Textured rubber sole</li><li>RRP:&pound;70.00</li></ul>,Trainers,Mens,,Banana Connection,Beiges,configurable,1,Enabled,"Catalog, Search",configurable,"496,435",No,"Save 11 GBP, 16 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE1.jpg,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE1.jpg,size,http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE1.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE2.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE3.jpg;http://ilovebrands-ebay.s3.amazonaws.com/GSD20422_STONE4.jpg;;;;;;,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 GRY 6,G-Star Raw,6,85,75,12.6,,G Star Raw  Light Grey Cotton Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens light grey cotton denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two gun metal tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Black welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD/50712 GRY 7,G-Star Raw,7,85,75,12.6,,G Star Raw  Light Grey Cotton Denim Lace Up Low Boat Shoes,Cotton,0,<ul><li>G Star Raw mens light grey cotton denim low lace up boat shoes </li><li> Cotton denim main</li><li>Featuring two gun metal tone metal eyelets with leather laces</li><li>A moc toe seam with contrast top stitching</li><li>Run through laces around the vamp</li><li> Brand logo on the back</li><li> Branding label to the tongue</li><li>Black welt and a textured rubber sole </li><li>RRP:&pound;85.00</li></ul>,Casual Shoes,Mens,,Banana Connection,Greys,simple,0,Enabled,Not Visible Individually,simple,"496,437",No,"Save 10 GBP, 12 % off RRP",Clothing 2D,admin,ilovebrands,No layout updates,Block after Info Column,Use config,Dispatched same day before 2.30pm from Central London,,,,,,,,,,,1,1,,No,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,Taxable Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
